"Población de 10 y más años de la C.A. de Euskadi por comarca, nivel de instrucción, sexo y periodo"

"comarca";"nivel de instrucción";"sexo";"periodo";Población de 10 y más años de la C.A. de Euskadi
"Gernika-Bermeo";"Profesionales";"Hombres";"2020";4840
"Gernika-Bermeo";"Profesionales";"Mujeres";"2010";2302
"Gernika-Bermeo";"Profesionales";"Mujeres";"2013";2543
"Gernika-Bermeo";"Profesionales";"Mujeres";"2014";2604
"Gernika-Bermeo";"Profesionales";"Mujeres";"2015";2697
"Gernika-Bermeo";"Profesionales";"Mujeres";"2016";2729
"Gernika-Bermeo";"Profesionales";"Mujeres";"2018";2794
"Gernika-Bermeo";"Profesionales";"Mujeres";"2019";2960
"Gernika-Bermeo";"Profesionales";"Mujeres";"2020";3005
"Gernika-Bermeo";"Secundarios";"Hombres";"2010";4502
"Gernika-Bermeo";"Secundarios";"Hombres";"2013";4566
"Gernika-Bermeo";"Secundarios";"Hombres";"2014";4491
"Gernika-Bermeo";"Secundarios";"Hombres";"2015";4544
"Gernika-Bermeo";"Secundarios";"Hombres";"2016";4546
"Gernika-Bermeo";"Secundarios";"Hombres";"2018";4631
"Gernika-Bermeo";"Secundarios";"Hombres";"2019";4641
"Gernika-Bermeo";"Secundarios";"Hombres";"2020";4518
"Gernika-Bermeo";"Secundarios";"Mujeres";"2010";3809
"Gernika-Bermeo";"Secundarios";"Mujeres";"2013";3956
"Gernika-Bermeo";"Secundarios";"Mujeres";"2014";3925
"Gernika-Bermeo";"Secundarios";"Mujeres";"2015";3971
"Gernika-Bermeo";"Secundarios";"Mujeres";"2016";3960
"Gernika-Bermeo";"Secundarios";"Mujeres";"2018";4145
"Gernika-Bermeo";"Secundarios";"Mujeres";"2019";4191
"Gernika-Bermeo";"Secundarios";"Mujeres";"2020";4279
"Gernika-Bermeo";"Medio-superiores";"Hombres";"2010";1440
"Gernika-Bermeo";"Medio-superiores";"Hombres";"2013";1297
"Gernika-Bermeo";"Medio-superiores";"Hombres";"2014";1266
"Gernika-Bermeo";"Medio-superiores";"Hombres";"2015";1235
"Gernika-Bermeo";"Medio-superiores";"Hombres";"2016";1249
"Gernika-Bermeo";"Medio-superiores";"Hombres";"2018";1212
"Gernika-Bermeo";"Medio-superiores";"Hombres";"2019";1186
"Gernika-Bermeo";"Medio-superiores";"Hombres";"2020";1133
"Gernika-Bermeo";"Medio-superiores";"Mujeres";"2010";2406
"Gernika-Bermeo";"Medio-superiores";"Mujeres";"2013";2248
"Gernika-Bermeo";"Medio-superiores";"Mujeres";"2014";2221
"Gernika-Bermeo";"Medio-superiores";"Mujeres";"2015";2155
"Gernika-Bermeo";"Medio-superiores";"Mujeres";"2016";2198
"Gernika-Bermeo";"Medio-superiores";"Mujeres";"2018";2178
"Gernika-Bermeo";"Medio-superiores";"Mujeres";"2019";2103
"Gernika-Bermeo";"Medio-superiores";"Mujeres";"2020";2033
"Gernika-Bermeo";"Superiores";"Hombres";"2010";2941
"Gernika-Bermeo";"Superiores";"Hombres";"2013";3284
"Gernika-Bermeo";"Superiores";"Hombres";"2014";3340
"Gernika-Bermeo";"Superiores";"Hombres";"2015";3317
"Gernika-Bermeo";"Superiores";"Hombres";"2016";3326
"Gernika-Bermeo";"Superiores";"Hombres";"2018";3549
"Gernika-Bermeo";"Superiores";"Hombres";"2019";3606
"Gernika-Bermeo";"Superiores";"Hombres";"2020";3725
"Gernika-Bermeo";"Superiores";"Mujeres";"2010";2899
"Gernika-Bermeo";"Superiores";"Mujeres";"2013";3276
"Gernika-Bermeo";"Superiores";"Mujeres";"2014";3386
"Gernika-Bermeo";"Superiores";"Mujeres";"2015";3398
"Gernika-Bermeo";"Superiores";"Mujeres";"2016";3540
"Gernika-Bermeo";"Superiores";"Mujeres";"2018";3850
"Gernika-Bermeo";"Superiores";"Mujeres";"2019";4008
"Gernika-Bermeo";"Superiores";"Mujeres";"2020";4236
"Goierri";"Analfabetos";"Hombres";"2010";202
"Goierri";"Analfabetos";"Hombres";"2013";151
"Goierri";"Analfabetos";"Hombres";"2014";141
"Goierri";"Analfabetos";"Hombres";"2015";141
"Goierri";"Analfabetos";"Hombres";"2016";129
"Goierri";"Analfabetos";"Hombres";"2018";111
"Goierri";"Analfabetos";"Hombres";"2019";108
"Goierri";"Analfabetos";"Hombres";"2020";99
"Goierri";"Analfabetos";"Mujeres";"2010";252
"Goierri";"Analfabetos";"Mujeres";"2013";223
"Goierri";"Analfabetos";"Mujeres";"2014";205
"Goierri";"Analfabetos";"Mujeres";"2015";194
"Goierri";"Analfabetos";"Mujeres";"2016";181
"Goierri";"Analfabetos";"Mujeres";"2018";174
"Goierri";"Analfabetos";"Mujeres";"2019";155
"Goierri";"Analfabetos";"Mujeres";"2020";147
"Goierri";"Sin estudios";"Hombres";"2010";1051
"Goierri";"Sin estudios";"Hombres";"2013";905
"Goierri";"Sin estudios";"Hombres";"2014";875
"Goierri";"Sin estudios";"Hombres";"2015";819
"Goierri";"Sin estudios";"Hombres";"2016";778
"Goierri";"Sin estudios";"Hombres";"2018";743
"Goierri";"Sin estudios";"Hombres";"2019";727
"Goierri";"Sin estudios";"Hombres";"2020";688
"Goierri";"Sin estudios";"Mujeres";"2010";1586
"Goierri";"Sin estudios";"Mujeres";"2013";1415
"Goierri";"Sin estudios";"Mujeres";"2014";1367
"Goierri";"Sin estudios";"Mujeres";"2015";1317
"Goierri";"Sin estudios";"Mujeres";"2016";1254
"Goierri";"Sin estudios";"Mujeres";"2018";1200
"Goierri";"Sin estudios";"Mujeres";"2019";1154
"Goierri";"Sin estudios";"Mujeres";"2020";1076
"Goierri";"Primarios";"Hombres";"2010";11525
"Goierri";"Primarios";"Hombres";"2013";11003
"Goierri";"Primarios";"Hombres";"2014";10844
"Goierri";"Primarios";"Hombres";"2015";10700
"Goierri";"Primarios";"Hombres";"2016";10507
"Goierri";"Primarios";"Hombres";"2018";10089
"Goierri";"Primarios";"Hombres";"2019";9845
"Goierri";"Primarios";"Hombres";"2020";9755
"Goierri";"Primarios";"Mujeres";"2010";12128
"Goierri";"Primarios";"Mujeres";"2013";11764
"Goierri";"Primarios";"Mujeres";"2014";11618
"Goierri";"Primarios";"Mujeres";"2015";11547
"Goierri";"Primarios";"Mujeres";"2016";11345
"Goierri";"Primarios";"Mujeres";"2018";11112
"Goierri";"Primarios";"Mujeres";"2019";10828
"Goierri";"Primarios";"Mujeres";"2020";10715
"Goierri";"Profesionales";"Hombres";"2010";6815
"Goierri";"Profesionales";"Hombres";"2013";7604
"Goierri";"Profesionales";"Hombres";"2014";7704
"Goierri";"Profesionales";"Hombres";"2015";7820
"Goierri";"Profesionales";"Hombres";"2016";7960
"Goierri";"Profesionales";"Hombres";"2018";8217
"Goierri";"Profesionales";"Hombres";"2019";8588
"Goierri";"Profesionales";"Hombres";"2020";8881
"Goierri";"Profesionales";"Mujeres";"2010";3349
"Goierri";"Profesionales";"Mujeres";"2013";3848
"Goierri";"Profesionales";"Mujeres";"2014";3921
"Goierri";"Profesionales";"Mujeres";"2015";3943
"Goierri";"Profesionales";"Mujeres";"2016";4035
"Goierri";"Profesionales";"Mujeres";"2018";4240
"Goierri";"Profesionales";"Mujeres";"2019";4551
"Goierri";"Profesionales";"Mujeres";"2020";4739
"Goierri";"Secundarios";"Hombres";"2010";6442
"Goierri";"Secundarios";"Hombres";"2013";6159
"Goierri";"Secundarios";"Hombres";"2014";6141
"Goierri";"Secundarios";"Hombres";"2015";6181
"Goierri";"Secundarios";"Hombres";"2016";6133
"Goierri";"Secundarios";"Hombres";"2018";6351
"Goierri";"Secundarios";"Hombres";"2019";6454
"Goierri";"Secundarios";"Hombres";"2020";6479
"Goierri";"Secundarios";"Mujeres";"2010";5662
"Goierri";"Secundarios";"Mujeres";"2013";5658
"Goierri";"Secundarios";"Mujeres";"2014";5640
"Goierri";"Secundarios";"Mujeres";"2015";5746
"Goierri";"Secundarios";"Mujeres";"2016";5728
"Goierri";"Secundarios";"Mujeres";"2018";5923
"Goierri";"Secundarios";"Mujeres";"2019";6006
"Goierri";"Secundarios";"Mujeres";"2020";6079
"Goierri";"Medio-superiores";"Hombres";"2010";1794
"Goierri";"Medio-superiores";"Hombres";"2013";1565
"Goierri";"Medio-superiores";"Hombres";"2014";1530
"Goierri";"Medio-superiores";"Hombres";"2015";1510
"Goierri";"Medio-superiores";"Hombres";"2016";1501
"Goierri";"Medio-superiores";"Hombres";"2018";1482
"Goierri";"Medio-superiores";"Hombres";"2019";1444
"Goierri";"Medio-superiores";"Hombres";"2020";1394
"Goierri";"Medio-superiores";"Mujeres";"2010";2964
"Goierri";"Medio-superiores";"Mujeres";"2013";2737
"Goierri";"Medio-superiores";"Mujeres";"2014";2664
"Goierri";"Medio-superiores";"Mujeres";"2015";2622
"Goierri";"Medio-superiores";"Mujeres";"2016";2658
"Goierri";"Medio-superiores";"Mujeres";"2018";2621
"Goierri";"Medio-superiores";"Mujeres";"2019";2518
"Goierri";"Medio-superiores";"Mujeres";"2020";2413
"Goierri";"Superiores";"Hombres";"2010";2613
"Goierri";"Superiores";"Hombres";"2013";2953
"Goierri";"Superiores";"Hombres";"2014";3110
"Goierri";"Superiores";"Hombres";"2015";3145
"Goierri";"Superiores";"Hombres";"2016";3223
"Goierri";"Superiores";"Hombres";"2018";3516
"Goierri";"Superiores";"Hombres";"2019";3637
"Goierri";"Superiores";"Hombres";"2020";3805
"Goierri";"Superiores";"Mujeres";"2010";3626
"Goierri";"Superiores";"Mujeres";"2013";4121
"Goierri";"Superiores";"Mujeres";"2014";4372
"Goierri";"Superiores";"Mujeres";"2015";4510
"Goierri";"Superiores";"Mujeres";"2016";4712
"Goierri";"Superiores";"Mujeres";"2018";5153
"Goierri";"Superiores";"Mujeres";"2019";5424
"Goierri";"Superiores";"Mujeres";"2020";5694
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Hombres";"2010";8
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Hombres";"2013";6
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Hombres";"2014";6
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Hombres";"2015";8
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Hombres";"2016";6
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Hombres";"2018";5
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Hombres";"2019";5
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Hombres";"2020";5
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Mujeres";"2010";14
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Mujeres";"2013";9
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Mujeres";"2014";9
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Mujeres";"2015";8
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Mujeres";"2016";6
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Mujeres";"2018";5
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Mujeres";"2019";5
"Gorbeialdea / Estribaciones del Gorbea";"Analfabetos";"Mujeres";"2020";6
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Hombres";"2010";71
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Hombres";"2013";59
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Hombres";"2014";47
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Hombres";"2015";43
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Hombres";"2016";41
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Hombres";"2018";40
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Hombres";"2019";46
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Hombres";"2020";42
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Mujeres";"2010";77
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Mujeres";"2013";71
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Mujeres";"2014";62
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Mujeres";"2015";65
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Mujeres";"2016";55
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Mujeres";"2018";59
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Mujeres";"2019";52
"Gorbeialdea / Estribaciones del Gorbea";"Sin estudios";"Mujeres";"2020";55
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Hombres";"2010";1334
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Hombres";"2013";1299
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Hombres";"2014";1277
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Hombres";"2015";1272
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Hombres";"2016";1266
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Hombres";"2018";1205
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Hombres";"2019";1157
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Hombres";"2020";1132
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Mujeres";"2010";1233
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Mujeres";"2013";1145
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Mujeres";"2014";1152
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Mujeres";"2015";1137
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Mujeres";"2016";1123
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Mujeres";"2018";1093
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Mujeres";"2019";1057
"Gorbeialdea / Estribaciones del Gorbea";"Primarios";"Mujeres";"2020";1050
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Hombres";"2010";917
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Hombres";"2013";1029
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Hombres";"2014";1034
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Hombres";"2015";1046
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Hombres";"2016";1058
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Hombres";"2018";1078
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Hombres";"2019";1122
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Hombres";"2020";1184
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Mujeres";"2010";496
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Mujeres";"2013";552
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Mujeres";"2014";537
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Mujeres";"2015";545
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Mujeres";"2016";570
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Mujeres";"2018";591
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Mujeres";"2019";640
"Gorbeialdea / Estribaciones del Gorbea";"Profesionales";"Mujeres";"2020";654
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Hombres";"2010";830
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Hombres";"2013";841
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Hombres";"2014";837
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Hombres";"2015";868
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Hombres";"2016";872
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Hombres";"2018";896
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Hombres";"2019";914
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Hombres";"2020";893
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Mujeres";"2010";700
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Mujeres";"2013";748
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Mujeres";"2014";742
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Mujeres";"2015";763
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Mujeres";"2016";754
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Mujeres";"2018";787
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Mujeres";"2019";786
"Gorbeialdea / Estribaciones del Gorbea";"Secundarios";"Mujeres";"2020";789
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Hombres";"2010";295
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Hombres";"2013";288
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Hombres";"2014";292
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Hombres";"2015";285
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Hombres";"2016";280
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Hombres";"2018";270
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Hombres";"2019";248
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Hombres";"2020";242
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Mujeres";"2010";452
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Mujeres";"2013";431
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Mujeres";"2014";424
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Mujeres";"2015";412
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Mujeres";"2016";405
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Mujeres";"2018";392
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Mujeres";"2019";381
"Gorbeialdea / Estribaciones del Gorbea";"Medio-superiores";"Mujeres";"2020";364
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Hombres";"2010";540
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Hombres";"2013";630
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Hombres";"2014";631
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Hombres";"2015";631
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Hombres";"2016";646
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Hombres";"2018";685
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Hombres";"2019";721
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Hombres";"2020";742
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Mujeres";"2010";589
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Mujeres";"2013";719
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Mujeres";"2014";715
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Mujeres";"2015";733
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Mujeres";"2016";758
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Mujeres";"2018";834
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Mujeres";"2019";873
"Gorbeialdea / Estribaciones del Gorbea";"Superiores";"Mujeres";"2020";913
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Hombres";"2010";48
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Hombres";"2013";45
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Hombres";"2014";41
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Hombres";"2015";39
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Hombres";"2016";37
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Hombres";"2018";38
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Hombres";"2019";32
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Hombres";"2020";32
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Mujeres";"2010";105
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Mujeres";"2013";87
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Mujeres";"2014";80
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Mujeres";"2015";86
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Mujeres";"2016";79
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Mujeres";"2018";76
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Mujeres";"2019";70
"Arabako Kantaurialdea / Cantábrica Alavesa";"Analfabetos";"Mujeres";"2020";66
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Hombres";"2010";326
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Hombres";"2013";288
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Hombres";"2014";272
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Hombres";"2015";268
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Hombres";"2016";257
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Hombres";"2018";245
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Hombres";"2019";228
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Hombres";"2020";210
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Mujeres";"2010";467
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Mujeres";"2013";411
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Mujeres";"2014";413
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Mujeres";"2015";403
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Mujeres";"2016";371
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Mujeres";"2018";371
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Mujeres";"2019";360
"Arabako Kantaurialdea / Cantábrica Alavesa";"Sin estudios";"Mujeres";"2020";343
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Hombres";"2010";5825
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Hombres";"2013";5588
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Hombres";"2014";5496
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Hombres";"2015";5423
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Hombres";"2016";5296
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Hombres";"2018";5090
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Hombres";"2019";4864
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Hombres";"2020";4793
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Mujeres";"2010";6690
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Mujeres";"2013";6535
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Mujeres";"2014";6439
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Mujeres";"2015";6365
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Mujeres";"2016";6279
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Mujeres";"2018";6135
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Mujeres";"2019";6036
"Arabako Kantaurialdea / Cantábrica Alavesa";"Primarios";"Mujeres";"2020";5863
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Hombres";"2010";3509
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Hombres";"2013";3870
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Hombres";"2014";3956
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Hombres";"2015";4001
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Hombres";"2016";4076
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Hombres";"2018";4176
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Hombres";"2019";4359
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Hombres";"2020";4468
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Mujeres";"2010";2149
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Mujeres";"2013";2420
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Mujeres";"2014";2461
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Mujeres";"2015";2481
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Mujeres";"2016";2496
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Mujeres";"2018";2564
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Mujeres";"2019";2686
"Arabako Kantaurialdea / Cantábrica Alavesa";"Profesionales";"Mujeres";"2020";2821
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Hombres";"2010";3373
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Hombres";"2013";3206
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Hombres";"2014";3164
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Hombres";"2015";3177
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Hombres";"2016";3193
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Hombres";"2018";3328
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Hombres";"2019";3340
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Hombres";"2020";3297
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Mujeres";"2010";2849
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Mujeres";"2013";2883
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Mujeres";"2014";2871
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Mujeres";"2015";2931
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Mujeres";"2016";2896
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Mujeres";"2018";2983
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Mujeres";"2019";3004
"Arabako Kantaurialdea / Cantábrica Alavesa";"Secundarios";"Mujeres";"2020";2997
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Hombres";"2010";899
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Hombres";"2013";783
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Hombres";"2014";766
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Hombres";"2015";763
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Hombres";"2016";777
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Hombres";"2018";747
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Hombres";"2019";700
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Hombres";"2020";655
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Mujeres";"2010";1434
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Mujeres";"2013";1307
"Arabako Kantaurialdea / Cantábrica Alavesa";"Medio-superiores";"Mujeres";"2014";1297
