"Renta personal media de la C.A. de Euskadi (euros) por ámbitos territoriales, tipo de renta, sexo y periodo"

"ámbitos territoriales";"tipo de renta";"sexo";"periodo";Renta personal media de la C.A. de Euskadi (euros)
"Araba/Álava";"Renta de actividades";"Mujeres";"2003";519
"Araba/Álava";"Renta de actividades";"Mujeres";"2006";552
"Araba/Álava";"Renta de actividades";"Mujeres";"2009";544
"Araba/Álava";"Renta de actividades";"Mujeres";"2011";533
"Araba/Álava";"Renta de actividades";"Mujeres";"2013";514
"Araba/Álava";"Renta de actividades";"Mujeres";"2014";524
"Araba/Álava";"Renta de actividades";"Mujeres";"2015";556
"Araba/Álava";"Renta de actividades";"Mujeres";"2016";583
"Araba/Álava";"Renta de actividades";"Mujeres";"2017";613
"Araba/Álava";"Renta de actividades";"Mujeres";"2018";622
"Araba/Álava";"Renta de actividades";"Mujeres";"2019";643
"Araba/Álava";"Transferencias";"Total";"2001";1982
"Araba/Álava";"Transferencias";"Total";"2003";2221
"Araba/Álava";"Transferencias";"Total";"2006";3140
"Araba/Álava";"Transferencias";"Total";"2009";4132
"Araba/Álava";"Transferencias";"Total";"2011";4951
"Araba/Álava";"Transferencias";"Total";"2013";5016
"Araba/Álava";"Transferencias";"Total";"2014";5127
"Araba/Álava";"Transferencias";"Total";"2015";5262
"Araba/Álava";"Transferencias";"Total";"2016";5392
"Araba/Álava";"Transferencias";"Total";"2017";5480
"Araba/Álava";"Transferencias";"Total";"2018";5582
"Araba/Álava";"Transferencias";"Total";"2019";5878
"Araba/Álava";"Transferencias";"Hombres";"2001";2634
"Araba/Álava";"Transferencias";"Hombres";"2003";2919
"Araba/Álava";"Transferencias";"Hombres";"2006";4067
"Araba/Álava";"Transferencias";"Hombres";"2009";5287
"Araba/Álava";"Transferencias";"Hombres";"2011";6334
"Araba/Álava";"Transferencias";"Hombres";"2013";6358
"Araba/Álava";"Transferencias";"Hombres";"2014";6481
"Araba/Álava";"Transferencias";"Hombres";"2015";6618
"Araba/Álava";"Transferencias";"Hombres";"2016";6733
"Araba/Álava";"Transferencias";"Hombres";"2017";6836
"Araba/Álava";"Transferencias";"Hombres";"2018";6923
"Araba/Álava";"Transferencias";"Hombres";"2019";7178
"Araba/Álava";"Transferencias";"Mujeres";"2001";1347
"Araba/Álava";"Transferencias";"Mujeres";"2003";1534
"Araba/Álava";"Transferencias";"Mujeres";"2006";2228
"Araba/Álava";"Transferencias";"Mujeres";"2009";2991
"Araba/Álava";"Transferencias";"Mujeres";"2011";3594
"Araba/Álava";"Transferencias";"Mujeres";"2013";3721
"Araba/Álava";"Transferencias";"Mujeres";"2014";3823
"Araba/Álava";"Transferencias";"Mujeres";"2015";3965
"Araba/Álava";"Transferencias";"Mujeres";"2016";4108
"Araba/Álava";"Transferencias";"Mujeres";"2017";4195
"Araba/Álava";"Transferencias";"Mujeres";"2018";4311
"Araba/Álava";"Transferencias";"Mujeres";"2019";4648
"Araba/Álava";"Renta disponible";"Total";"2001";11460
"Araba/Álava";"Renta disponible";"Total";"2003";12061
"Araba/Álava";"Renta disponible";"Total";"2006";14584
"Araba/Álava";"Renta disponible";"Total";"2009";16891
"Araba/Álava";"Renta disponible";"Total";"2011";17206
"Araba/Álava";"Renta disponible";"Total";"2013";16410
"Araba/Álava";"Renta disponible";"Total";"2014";16343
"Araba/Álava";"Renta disponible";"Total";"2015";16667
"Araba/Álava";"Renta disponible";"Total";"2016";16694
"Araba/Álava";"Renta disponible";"Total";"2017";17084
"Araba/Álava";"Renta disponible";"Total";"2018";17511
"Araba/Álava";"Renta disponible";"Total";"2019";18323
"Araba/Álava";"Renta disponible";"Hombres";"2001";15396
"Araba/Álava";"Renta disponible";"Hombres";"2003";16086
"Araba/Álava";"Renta disponible";"Hombres";"2006";18996
"Araba/Álava";"Renta disponible";"Hombres";"2009";20991
"Araba/Álava";"Renta disponible";"Hombres";"2011";21357
"Araba/Álava";"Renta disponible";"Hombres";"2013";20192
"Araba/Álava";"Renta disponible";"Hombres";"2014";20092
"Araba/Álava";"Renta disponible";"Hombres";"2015";20466
"Araba/Álava";"Renta disponible";"Hombres";"2016";20481
"Araba/Álava";"Renta disponible";"Hombres";"2017";21049
"Araba/Álava";"Renta disponible";"Hombres";"2018";21456
"Araba/Álava";"Renta disponible";"Hombres";"2019";22325
"Araba/Álava";"Renta disponible";"Mujeres";"2001";7627
"Araba/Álava";"Renta disponible";"Mujeres";"2003";8101
"Araba/Álava";"Renta disponible";"Mujeres";"2006";10246
"Araba/Álava";"Renta disponible";"Mujeres";"2009";12844
"Araba/Álava";"Renta disponible";"Mujeres";"2011";13135
"Araba/Álava";"Renta disponible";"Mujeres";"2013";12762
"Araba/Álava";"Renta disponible";"Mujeres";"2014";12735
"Araba/Álava";"Renta disponible";"Mujeres";"2015";13033
"Araba/Álava";"Renta disponible";"Mujeres";"2016";13068
"Araba/Álava";"Renta disponible";"Mujeres";"2017";13325
"Araba/Álava";"Renta disponible";"Mujeres";"2018";13770
"Araba/Álava";"Renta disponible";"Mujeres";"2019";14537
"Bizkaia";"Renta total";"Total";"2001";12321
"Bizkaia";"Renta total";"Total";"2003";13376
"Bizkaia";"Renta total";"Total";"2006";17332
"Bizkaia";"Renta total";"Total";"2009";19241
"Bizkaia";"Renta total";"Total";"2011";19187
"Bizkaia";"Renta total";"Total";"2013";19053
"Bizkaia";"Renta total";"Total";"2014";19082
"Bizkaia";"Renta total";"Total";"2015";19589
"Bizkaia";"Renta total";"Total";"2016";19818
"Bizkaia";"Renta total";"Total";"2017";20654
"Bizkaia";"Renta total";"Total";"2018";20886
"Bizkaia";"Renta total";"Total";"2019";22059
"Bizkaia";"Renta total";"Hombres";"2001";17569
"Bizkaia";"Renta total";"Hombres";"2003";18724
"Bizkaia";"Renta total";"Hombres";"2006";23370
"Bizkaia";"Renta total";"Hombres";"2009";25149
"Bizkaia";"Renta total";"Hombres";"2011";24915
"Bizkaia";"Renta total";"Hombres";"2013";24406
"Bizkaia";"Renta total";"Hombres";"2014";24265
"Bizkaia";"Renta total";"Hombres";"2015";24899
"Bizkaia";"Renta total";"Hombres";"2016";25031
"Bizkaia";"Renta total";"Hombres";"2017";26168
"Bizkaia";"Renta total";"Hombres";"2018";26447
"Bizkaia";"Renta total";"Hombres";"2019";27337
"Bizkaia";"Renta total";"Mujeres";"2001";7454
"Bizkaia";"Renta total";"Mujeres";"2003";8401
"Bizkaia";"Renta total";"Mujeres";"2006";11768
"Bizkaia";"Renta total";"Mujeres";"2009";13796
"Bizkaia";"Renta total";"Mujeres";"2011";13938
"Bizkaia";"Renta total";"Mujeres";"2013";14180
"Bizkaia";"Renta total";"Mujeres";"2014";14375
"Bizkaia";"Renta total";"Mujeres";"2015";14769
"Bizkaia";"Renta total";"Mujeres";"2016";15078
"Bizkaia";"Renta total";"Mujeres";"2017";15661
"Bizkaia";"Renta total";"Mujeres";"2018";15853
"Bizkaia";"Renta total";"Mujeres";"2019";17279
"Bizkaia";"Renta del trabajo";"Total";"2001";8120
"Bizkaia";"Renta del trabajo";"Total";"2003";8814
"Bizkaia";"Renta del trabajo";"Total";"2006";10806
"Bizkaia";"Renta del trabajo";"Total";"2009";12180
"Bizkaia";"Renta del trabajo";"Total";"2011";12169
"Bizkaia";"Renta del trabajo";"Total";"2013";11719
"Bizkaia";"Renta del trabajo";"Total";"2014";11716
"Bizkaia";"Renta del trabajo";"Total";"2015";11785
"Bizkaia";"Renta del trabajo";"Total";"2016";11956
"Bizkaia";"Renta del trabajo";"Total";"2017";12472
"Bizkaia";"Renta del trabajo";"Total";"2018";12651
"Bizkaia";"Renta del trabajo";"Total";"2019";13320
"Bizkaia";"Renta del trabajo";"Hombres";"2001";11878
"Bizkaia";"Renta del trabajo";"Hombres";"2003";12669
"Bizkaia";"Renta del trabajo";"Hombres";"2006";15071
"Bizkaia";"Renta del trabajo";"Hombres";"2009";16125
"Bizkaia";"Renta del trabajo";"Hombres";"2011";15908
"Bizkaia";"Renta del trabajo";"Hombres";"2013";14955
"Bizkaia";"Renta del trabajo";"Hombres";"2014";14853
"Bizkaia";"Renta del trabajo";"Hombres";"2015";15042
"Bizkaia";"Renta del trabajo";"Hombres";"2016";15164
"Bizkaia";"Renta del trabajo";"Hombres";"2017";15816
"Bizkaia";"Renta del trabajo";"Hombres";"2018";16014
"Bizkaia";"Renta del trabajo";"Hombres";"2019";16631
"Bizkaia";"Renta del trabajo";"Mujeres";"2001";4635
"Bizkaia";"Renta del trabajo";"Mujeres";"2003";5227
"Bizkaia";"Renta del trabajo";"Mujeres";"2006";6875
"Bizkaia";"Renta del trabajo";"Mujeres";"2009";8544
"Bizkaia";"Renta del trabajo";"Mujeres";"2011";8742
"Bizkaia";"Renta del trabajo";"Mujeres";"2013";8774
"Bizkaia";"Renta del trabajo";"Mujeres";"2014";8866
"Bizkaia";"Renta del trabajo";"Mujeres";"2015";8830
"Bizkaia";"Renta del trabajo";"Mujeres";"2016";9040
"Bizkaia";"Renta del trabajo";"Mujeres";"2017";9444
"Bizkaia";"Renta del trabajo";"Mujeres";"2018";9607
"Bizkaia";"Renta del trabajo";"Mujeres";"2019";10322
"Bizkaia";"Renta capital mobiliario";"Total";"2001";645
"Bizkaia";"Renta capital mobiliario";"Total";"2003";783
"Bizkaia";"Renta capital mobiliario";"Total";"2006";1833
"Bizkaia";"Renta capital mobiliario";"Total";"2009";1584
"Bizkaia";"Renta capital mobiliario";"Total";"2011";1356
"Bizkaia";"Renta capital mobiliario";"Total";"2013";1353
"Bizkaia";"Renta capital mobiliario";"Total";"2014";1211
"Bizkaia";"Renta capital mobiliario";"Total";"2015";1158
"Bizkaia";"Renta capital mobiliario";"Total";"2016";1144
"Bizkaia";"Renta capital mobiliario";"Total";"2017";1238
"Bizkaia";"Renta capital mobiliario";"Total";"2018";1162
"Bizkaia";"Renta capital mobiliario";"Total";"2019";1288
"Bizkaia";"Renta capital mobiliario";"Hombres";"2001";702
"Bizkaia";"Renta capital mobiliario";"Hombres";"2003";842
"Bizkaia";"Renta capital mobiliario";"Hombres";"2006";1980
"Bizkaia";"Renta capital mobiliario";"Hombres";"2009";1758
"Bizkaia";"Renta capital mobiliario";"Hombres";"2011";1547
"Bizkaia";"Renta capital mobiliario";"Hombres";"2013";1569
"Bizkaia";"Renta capital mobiliario";"Hombres";"2014";1363
"Bizkaia";"Renta capital mobiliario";"Hombres";"2015";1343
"Bizkaia";"Renta capital mobiliario";"Hombres";"2016";1318
"Bizkaia";"Renta capital mobiliario";"Hombres";"2017";1564
"Bizkaia";"Renta capital mobiliario";"Hombres";"2018";1474
"Bizkaia";"Renta capital mobiliario";"Hombres";"2019";1491
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2001";591
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2003";729
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2006";1698
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2009";1424
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2011";1181
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2013";1157
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2014";1072
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2015";990
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2016";986
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2017";942
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2018";880
"Bizkaia";"Renta capital mobiliario";"Mujeres";"2019";1105
"Bizkaia";"Renta capital inmobiliario";"Total";"2001";167
"Bizkaia";"Renta capital inmobiliario";"Total";"2003";178
"Bizkaia";"Renta capital inmobiliario";"Total";"2006";238
"Bizkaia";"Renta capital inmobiliario";"Total";"2009";292
"Bizkaia";"Renta capital inmobiliario";"Total";"2011";332
"Bizkaia";"Renta capital inmobiliario";"Total";"2013";308
"Bizkaia";"Renta capital inmobiliario";"Total";"2014";344
"Bizkaia";"Renta capital inmobiliario";"Total";"2015";364
"Bizkaia";"Renta capital inmobiliario";"Total";"2016";384
"Bizkaia";"Renta capital inmobiliario";"Total";"2017";414
"Bizkaia";"Renta capital inmobiliario";"Total";"2018";406
"Bizkaia";"Renta capital inmobiliario";"Total";"2019";458
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2001";149
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2003";158
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2006";214
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2009";256
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2011";293
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2013";294
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2014";311
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2015";329
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2016";347
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2017";377
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2018";397
"Bizkaia";"Renta capital inmobiliario";"Hombres";"2019";423
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2001";184
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2003";197
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2006";260
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2009";325
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2011";368
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2013";321
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2014";374
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2015";396
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2016";417
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2017";448
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2018";415
"Bizkaia";"Renta capital inmobiliario";"Mujeres";"2019";490
"Bizkaia";"Renta de actividades";"Total";"2001";790
"Bizkaia";"Renta de actividades";"Total";"2003";798
"Bizkaia";"Renta de actividades";"Total";"2006";908
"Bizkaia";"Renta de actividades";"Total";"2009";849
"Bizkaia";"Renta de actividades";"Total";"2011";845
"Bizkaia";"Renta de actividades";"Total";"2013";785
"Bizkaia";"Renta de actividades";"Total";"2014";868
"Bizkaia";"Renta de actividades";"Total";"2015";952
"Bizkaia";"Renta de actividades";"Total";"2016";947
"Bizkaia";"Renta de actividades";"Total";"2017";972
"Bizkaia";"Renta de actividades";"Total";"2018";1003
"Bizkaia";"Renta de actividades";"Total";"2019";1037
"Bizkaia";"Renta de actividades";"Hombres";"2001";1174
"Bizkaia";"Renta de actividades";"Hombres";"2003";1169
"Bizkaia";"Renta de actividades";"Hombres";"2006";1338
"Bizkaia";"Renta de actividades";"Hombres";"2009";1224
"Bizkaia";"Renta de actividades";"Hombres";"2011";1206
"Bizkaia";"Renta de actividades";"Hombres";"2013";1124
"Bizkaia";"Renta de actividades";"Hombres";"2014";1237
"Bizkaia";"Renta de actividades";"Hombres";"2015";1382
"Bizkaia";"Renta de actividades";"Hombres";"2016";1362
"Bizkaia";"Renta de actividades";"Hombres";"2017";1396
"Bizkaia";"Renta de actividades";"Hombres";"2018";1445
"Bizkaia";"Renta de actividades";"Hombres";"2019";1473
"Bizkaia";"Renta de actividades";"Mujeres";"2001";434
"Bizkaia";"Renta de actividades";"Mujeres";"2003";453
"Bizkaia";"Renta de actividades";"Mujeres";"2006";512
"Bizkaia";"Renta de actividades";"Mujeres";"2009";504
"Bizkaia";"Renta de actividades";"Mujeres";"2011";514
"Bizkaia";"Renta de actividades";"Mujeres";"2013";475
"Bizkaia";"Renta de actividades";"Mujeres";"2014";532
"Bizkaia";"Renta de actividades";"Mujeres";"2015";561
"Bizkaia";"Renta de actividades";"Mujeres";"2016";569
"Bizkaia";"Renta de actividades";"Mujeres";"2017";588
"Bizkaia";"Renta de actividades";"Mujeres";"2018";604
"Bizkaia";"Renta de actividades";"Mujeres";"2019";643
"Bizkaia";"Transferencias";"Total";"2001";2599
"Bizkaia";"Transferencias";"Total";"2003";2803
"Bizkaia";"Transferencias";"Total";"2006";3548
"Bizkaia";"Transferencias";"Total";"2009";4336
"Bizkaia";"Transferencias";"Total";"2011";4485
"Bizkaia";"Transferencias";"Total";"2013";4888
"Bizkaia";"Transferencias";"Total";"2014";4944
"Bizkaia";"Transferencias";"Total";"2015";5330
"Bizkaia";"Transferencias";"Total";"2016";5387
"Bizkaia";"Transferencias";"Total";"2017";5558
"Bizkaia";"Transferencias";"Total";"2018";5663
"Bizkaia";"Transferencias";"Total";"2019";5955
"Bizkaia";"Transferencias";"Hombres";"2001";3666
"Bizkaia";"Transferencias";"Hombres";"2003";3887
"Bizkaia";"Transferencias";"Hombres";"2006";4768
"Bizkaia";"Transferencias";"Hombres";"2009";5786
"Bizkaia";"Transferencias";"Hombres";"2011";5961
"Bizkaia";"Transferencias";"Hombres";"2013";6465
"Bizkaia";"Transferencias";"Hombres";"2014";6501
"Bizkaia";"Transferencias";"Hombres";"2015";6804
"Bizkaia";"Transferencias";"Hombres";"2016";6840
"Bizkaia";"Transferencias";"Hombres";"2017";7015
"Bizkaia";"Transferencias";"Hombres";"2018";7117
"Bizkaia";"Transferencias";"Hombres";"2019";7319
"Bizkaia";"Transferencias";"Mujeres";"2001";1610
"Bizkaia";"Transferencias";"Mujeres";"2003";1795
"Bizkaia";"Transferencias";"Mujeres";"2006";2423
"Bizkaia";"Transferencias";"Mujeres";"2009";2999
"Bizkaia";"Transferencias";"Mujeres";"2011";3133
"Bizkaia";"Transferencias";"Mujeres";"2013";3452
"Bizkaia";"Transferencias";"Mujeres";"2014";3531
"Bizkaia";"Transferencias";"Mujeres";"2015";3992
"Bizkaia";"Transferencias";"Mujeres";"2016";4067
"Bizkaia";"Transferencias";"Mujeres";"2017";4237
"Bizkaia";"Transferencias";"Mujeres";"2018";4348
"Bizkaia";"Transferencias";"Mujeres";"2019";4720
"Bizkaia";"Renta disponible";"Total";"2001";10464
"Bizkaia";"Renta disponible";"Total";"2003";11428
"Bizkaia";"Renta disponible";"Total";"2006";14501
"Bizkaia";"Renta disponible";"Total";"2009";16411
"Bizkaia";"Renta disponible";"Total";"2011";16171
"Bizkaia";"Renta disponible";"Total";"2013";15921
"Bizkaia";"Renta disponible";"Total";"2014";16003
"Bizkaia";"Renta disponible";"Total";"2015";16390
"Bizkaia";"Renta disponible";"Total";"2016";16565
"Bizkaia";"Renta disponible";"Total";"2017";17238
"Bizkaia";"Renta disponible";"Total";"2018";17337
"Bizkaia";"Renta disponible";"Total";"2019";18387
"Bizkaia";"Renta disponible";"Hombres";"2001";14758
"Bizkaia";"Renta disponible";"Hombres";"2003";15815
"Bizkaia";"Renta disponible";"Hombres";"2006";19343
"Bizkaia";"Renta disponible";"Hombres";"2009";21223
"Bizkaia";"Renta disponible";"Hombres";"2011";20748
"Bizkaia";"Renta disponible";"Hombres";"2013";20176
"Bizkaia";"Renta disponible";"Hombres";"2014";20068
"Bizkaia";"Renta disponible";"Hombres";"2015";20519
"Bizkaia";"Renta disponible";"Hombres";"2016";20630
"Bizkaia";"Renta disponible";"Hombres";"2017";21517
"Bizkaia";"Renta disponible";"Hombres";"2018";21673
"Bizkaia";"Renta disponible";"Hombres";"2019";22473
"Bizkaia";"Renta disponible";"Mujeres";"2001";6482
"Bizkaia";"Renta disponible";"Mujeres";"2003";7347
"Bizkaia";"Renta disponible";"Mujeres";"2006";10038
"Bizkaia";"Renta disponible";"Mujeres";"2009";11976
"Bizkaia";"Renta disponible";"Mujeres";"2011";11977
"Bizkaia";"Renta disponible";"Mujeres";"2013";12048
"Bizkaia";"Renta disponible";"Mujeres";"2014";12310
"Bizkaia";"Renta disponible";"Mujeres";"2015";12643
"Bizkaia";"Renta disponible";"Mujeres";"2016";12869
"Bizkaia";"Renta disponible";"Mujeres";"2017";13364
"Bizkaia";"Renta disponible";"Mujeres";"2018";13414
"Bizkaia";"Renta disponible";"Mujeres";"2019";14687
"Gipuzkoa";"Renta total";"Total";"2001";13022
"Gipuzkoa";"Renta total";"Total";"2003";13892
"Gipuzkoa";"Renta total";"Total";"2006";17488
"Gipuzkoa";"Renta total";"Total";"2009";20270
"Gipuzkoa";"Renta total";"Total";"2011";20396
"Gipuzkoa";"Renta total";"Total";"2013";19739
"Gipuzkoa";"Renta total";"Total";"2014";19880
"Gipuzkoa";"Renta total";"Total";"2015";20669
"Gipuzkoa";"Renta total";"Total";"2016";21256
"Gipuzkoa";"Renta total";"Total";"2017";22086
"Gipuzkoa";"Renta total";"Total";"2018";22605
"Gipuzkoa";"Renta total";"Total";"2019";23756
"Gipuzkoa";"Renta total";"Hombres";"2001";18007
"Gipuzkoa";"Renta total";"Hombres";"2003";18939
"Gipuzkoa";"Renta total";"Hombres";"2006";23219
"Gipuzkoa";"Renta total";"Hombres";"2009";26049
"Gipuzkoa";"Renta total";"Hombres";"2011";25791
"Gipuzkoa";"Renta total";"Hombres";"2013";24685
"Gipuzkoa";"Renta total";"Hombres";"2014";24802
"Gipuzkoa";"Renta total";"Hombres";"2015";25802
"Gipuzkoa";"Renta total";"Hombres";"2016";26582
"Gipuzkoa";"Renta total";"Hombres";"2017";27554
